channel,author,is_bot,content,created_at
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-10-10T20:00:03Z | Price: $181.44,2025-10-10T20:00:15.113000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-10T20:00:04Z | Price: 489.31,2025-10-10T20:00:15.870000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-13T13:35:00Z | Price: 833,2025-10-13T13:35:03.654000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-13T13:45:00Z | Price: $347.92,2025-10-13T13:45:03.632000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-13T13:50:00Z | Price: $354.14,2025-10-13T13:50:01.086000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-13T13:50:02Z | Price: $221.73,2025-10-13T13:50:05.013000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T13:55:00Z | Price: $76.36,2025-10-13T13:55:00.768000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-13T14:00:00Z | Price: 242.02,2025-10-13T14:00:14.804000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-13T14:00:02Z | Price: $355.83,2025-10-13T14:00:16.899000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-13T14:05:00Z | Price: $357.69,2025-10-13T14:05:00.624000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-13T14:05:00Z | Price: $280,2025-10-13T14:05:01.079000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T14:15:00Z | Price: $78.45,2025-10-13T14:15:01.688000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-10-13T14:15:09Z | Price: 357.3,2025-10-13T14:15:09.843000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-13T14:20:00Z | Price: $175.3,2025-10-13T14:20:00.946000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-13T14:20:05Z | Price: $380.57,2025-10-13T14:20:05.563000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-13T14:20:12Z | Price: $235.17,2025-10-13T14:20:12.390000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-13T14:30:01Z | Price: 240.62,2025-10-13T14:30:05.413000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-13T14:30:01Z | Price: $353.66,2025-10-13T14:30:07.048000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-13T14:35:00Z | Price: $381.69,2025-10-13T14:35:01.489000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T14:40:00Z | Price: $79.73,2025-10-13T14:40:01.954000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-13T14:50:01Z | Price: 512.98,2025-10-13T14:50:03.471000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-10-13T15:05:00Z | Price: $166.82,2025-10-13T15:05:01.543000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-13T15:05:23Z | Price: $235.1,2025-10-13T15:05:23.829000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-13T15:45:02Z | Price: 827.62,2025-10-13T15:45:06.115000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-13T15:50:21Z | Price: 357.84,2025-10-13T15:50:21.415000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on BRK.B at 2025-10-13T16:15:03Z | Price: 492.92,2025-10-13T16:15:06.779000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-13T16:25:09Z | Price: $381.5,2025-10-13T16:25:09.659000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-13T16:35:36Z | Price: $323.85,2025-10-13T16:35:36.288000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-13T16:45:00Z | Price: 242.46,2025-10-13T16:45:02.552000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T16:50:00Z | Price: $81.1,2025-10-13T16:50:02.312000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-13T17:00:00Z | Price: $357.87,2025-10-13T17:00:01.357000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-13T17:10:06Z | Price: 492.86,2025-10-13T17:10:07.188000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-13T17:15:12Z | Price: $278.16,2025-10-13T17:15:12.574000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-13T17:20:00Z | Price: $323.04,2025-10-13T17:20:00.706000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T17:20:00Z | Price: $82.31,2025-10-13T17:20:00.805000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-13T17:20:11Z | Price: $234.98,2025-10-13T17:20:11.843000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-13T17:20:28Z | Price: 513.26,2025-10-13T17:20:28.253000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MAR  Momentum weakening at 2025-10-13T17:21:00Z | Price: $264.37,2025-10-13T17:21:00.193000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-13T17:45:03Z | Price: $83.44,2025-10-13T17:45:05.810000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-13T17:45:06Z | Price: 823.89,2025-10-13T17:45:07.289000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-13T17:55:01Z | Price: 243.11,2025-10-13T17:55:02.586000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MU at 2025-10-13T18:00:00Z | Price: $192.61,2025-10-13T18:00:03.857000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-13T18:10:02Z | Price: $355.4,2025-10-13T18:10:04.127000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-13T18:35:00Z | Price: $235.1,2025-10-13T18:35:00.458000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-13T18:40:00Z | Price: 514.01,2025-10-13T18:40:00.909000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-13T18:40:18Z | Price: $379.48,2025-10-13T18:40:18.897000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MU  Momentum weakening at 2025-10-13T18:45:01Z | Price: $192.57,2025-10-13T18:45:04.807000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-13T18:45:09Z | Price: 491.63,2025-10-13T18:45:09.388000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-13T18:46:00Z | Price: $323.25,2025-10-13T18:46:00.512000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MAR  Momentum weakening at 2025-10-13T18:51:00Z | Price: $264.39,2025-10-13T18:51:00.317000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-13T19:00:01Z | Price: 355.75,2025-10-13T19:00:07.319000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-13T19:15:38Z | Price: $223.14,2025-10-13T19:15:38.490000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on COIN at 2025-10-13T19:30:00Z | Price: 356.6,2025-10-13T19:30:01.965000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-13T19:45:00Z | Price: 244.34,2025-10-13T19:45:01.983000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-13T19:45:00Z | Price: $91.88,2025-10-13T19:45:04.314000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HUM  Momentum weakening at 2025-10-13T19:50:00Z | Price: $270.61,2025-10-13T19:50:02.364000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-10-13T19:50:00Z | Price: $91.44,2025-10-13T19:50:05.647000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on BRK.B at 2025-10-13T19:55:00Z | Price: 492.69,2025-10-13T19:55:01.414000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-10-13T20:00:00Z | Price: $166.81,2025-10-13T20:00:00.779000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-13T20:00:00Z | Price: $81.98,2025-10-13T20:00:03.829000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-13T20:01:00Z | Price: 491.83,2025-10-13T20:01:03.358000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-14T13:35:00Z | Price: 241.52,2025-10-14T13:35:01.527000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-14T13:35:00Z | Price: 507.75,2025-10-14T13:35:03.030000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-14T13:35:01Z | Price: $347.68,2025-10-14T13:35:04.178000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on NET  Momentum weakening at 2025-10-14T13:35:10Z | Price: $214.27,2025-10-14T13:35:11.059000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on LLY at 2025-10-14T13:35:47Z | Price: 816.04,2025-10-14T13:35:47.941000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-14T13:40:00Z | Price: $172.46,2025-10-14T13:40:01.592000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-14T13:40:00Z | Price: 354.29,2025-10-14T13:40:02.917000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T14:00:00Z | Price: $327.25,2025-10-14T14:00:05.967000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T14:00:04Z | Price: $381.93,2025-10-14T14:00:14.178000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T14:05:01Z | Price: $329.36,2025-10-14T14:05:03.631000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-14T14:15:31Z | Price: $236.8,2025-10-14T14:15:31.843000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T14:20:30Z | Price: $383.63,2025-10-14T14:20:30.563000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-14T14:30:17Z | Price: $382.4,2025-10-14T14:30:17.576000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-14T14:40:01Z | Price: $92.66,2025-10-14T14:40:02.723000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T14:40:03Z | Price: $330.91,2025-10-14T14:40:04.082000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-14T14:50:00Z | Price: $237.87,2025-10-14T14:50:01.393000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on UNH at 2025-10-14T14:50:01Z | Price: 360.5,2025-10-14T14:50:04.518000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on DE at 2025-10-14T14:55:03Z | Price: 445,2025-10-14T14:55:03.750000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on BRK.B at 2025-10-14T15:00:02Z | Price: 493.95,2025-10-14T15:00:09.768000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-14T15:05:02Z | Price: 245.4,2025-10-14T15:05:03.231000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-14T15:30:16Z | Price: 493.28,2025-10-14T15:30:18.502000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-14T15:40:00Z | Price: $179.07,2025-10-14T15:40:01.104000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T15:40:03Z | Price: $332.06,2025-10-14T15:40:05.611000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-14T15:45:00Z | Price: 246.43,2025-10-14T15:45:01.139000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-14T15:45:00Z | Price: $94.7,2025-10-14T15:45:04.253000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T15:50:11Z | Price: $333.08,2025-10-14T15:50:11.509000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T15:50:17Z | Price: $384.985,2025-10-14T15:50:17.557000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-10-14T15:50:59Z | Price: $265.25,2025-10-14T15:51:00.034000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on GOOGL at 2025-10-14T16:10:00Z | Price: 245.66,2025-10-14T16:10:00.777000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-14T16:15:03Z | Price: $96.235,2025-10-14T16:15:06.857000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-14T16:25:00Z | Price: $238.89,2025-10-14T16:25:01.576000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on DE at 2025-10-14T16:25:00Z | Price: 447.62,2025-10-14T16:25:02.107000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-10-14T16:25:01Z | Price: $266.31,2025-10-14T16:25:03.412000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-14T16:30:00Z | Price: $97.53,2025-10-14T16:30:04.885000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-10-14T16:40:00Z | Price: $180.55,2025-10-14T16:40:01.205000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-14T16:40:02Z | Price: $79.63,2025-10-14T16:40:04.450000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-14T16:40:29Z | Price: 494.3,2025-10-14T16:40:29.580000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T16:45:01Z | Price: $386.24,2025-10-14T16:45:05.489000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T16:50:04Z | Price: $334.27,2025-10-14T16:50:04.966000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-14T16:50:20Z | Price: $98.54,2025-10-14T16:50:20.536000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on PLTR at 2025-10-14T16:55:00Z | Price: $181.65,2025-10-14T16:55:00.686000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-10-14T16:55:02Z | Price: $267.53,2025-10-14T16:55:04.349000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-14T17:00:00Z | Price: $79.2,2025-10-14T17:00:03.344000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-10-14T17:00:02Z | Price: $96.73,2025-10-14T17:00:09.046000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on DE at 2025-10-14T17:00:00Z | Price: 448.74,2025-10-14T17:00:11.425000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-14T17:00:06Z | Price: 360.8,2025-10-14T17:00:14.124000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-14T17:16:00Z | Price: $239.98,2025-10-14T17:16:00.345000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AXP at 2025-10-14T17:31:00Z | Price: $335.33,2025-10-14T17:31:00.493000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on BRK.B at 2025-10-14T17:45:03Z | Price: 496.46,2025-10-14T17:45:06.694000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T17:45:08Z | Price: $387.545,2025-10-14T17:45:08.567000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-10-14T17:50:12Z | Price: $268.66,2025-10-14T17:50:12.461000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-14T17:55:00Z | Price: $181.1,2025-10-14T17:55:01.523000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-14T18:10:00Z | Price: $334.95,2025-10-14T18:10:01.909000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on UNH at 2025-10-14T18:10:15Z | Price: 360.99,2025-10-14T18:10:15.398000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-14T18:20:04Z | Price: 496.37,2025-10-14T18:20:04.540000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MAR  Momentum weakening at 2025-10-14T18:41:00Z | Price: $268.87,2025-10-14T18:41:00.314000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-10-14T18:55:02Z | Price: $98.26,2025-10-14T18:55:03.715000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-14T19:00:01Z | Price: $181.34,2025-10-14T19:00:06.136000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-14T19:05:16Z | Price: $240.99,2025-10-14T19:05:16.283000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-14T19:10:22Z | Price: $388.59,2025-10-14T19:10:22.391000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-14T19:15:00Z | Price: 514.13,2025-10-14T19:15:03.014000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IONQ at 2025-10-14T19:25:00Z | Price: $81.02,2025-10-14T19:25:01.633000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-14T19:35:00Z | Price: $79.68,2025-10-14T19:35:01.413000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on PLTR  Momentum weakening at 2025-10-14T19:35:01Z | Price: $180.65,2025-10-14T19:35:03.130000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-10-14T19:35:06Z | Price: $97.75,2025-10-14T19:35:07.050000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AXP  Momentum weakening at 2025-10-14T19:40:01Z | Price: $333.08,2025-10-14T19:40:04.413000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on BRK.B at 2025-10-14T19:40:01Z | Price: 494.92,2025-10-14T19:40:06.132000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-14T19:40:07Z | Price: $387.56,2025-10-14T19:40:08.177000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-14T19:40:07Z | Price: $240.73,2025-10-14T19:40:08.188000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MAR  Momentum weakening at 2025-10-14T19:45:13Z | Price: $267.525,2025-10-14T19:45:14.257000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on MSFT at 2025-10-15T13:35:00Z | Price: 515.02,2025-10-15T13:35:01.675000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IONQ  Momentum weakening at 2025-10-15T13:40:00Z | Price: $77.09,2025-10-15T13:40:04.630000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on DE at 2025-10-15T13:50:02Z | Price: 450.95,2025-10-15T13:50:06.183000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on ASTS at 2025-10-15T13:55:00Z | Price: $98.81,2025-10-15T13:55:00.959000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on UNH at 2025-10-15T13:55:00Z | Price: 362.43,2025-10-15T13:55:02.211000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-15T14:00:00Z | Price: $392.04,2025-10-15T14:00:00.934000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on UNH at 2025-10-15T14:00:00Z | Price: 363.65,2025-10-15T14:00:06.545000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-15T14:00:01Z | Price: $244.09,2025-10-15T14:00:12.485000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on IBM at 2025-10-15T14:00:06Z | Price: $284.13,2025-10-15T14:00:16.727000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-15T14:05:00Z | Price: 248.825,2025-10-15T14:05:02.759000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on HD at 2025-10-15T14:05:04Z | Price: $393.72,2025-10-15T14:05:04.862000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on LOW at 2025-10-15T14:10:01Z | Price: $245.75,2025-10-15T14:10:05.035000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on MSFT at 2025-10-15T14:10:01Z | Price: 516.86,2025-10-15T14:10:05.078000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on MAR at 2025-10-15T14:10:01Z | Price: $268.97,2025-10-15T14:10:05.113000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on DE at 2025-10-15T14:10:15Z | Price: 451.96,2025-10-15T14:10:15.440000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-15T14:20:00Z | Price: 250.32,2025-10-15T14:20:00.543000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on ASTS  Momentum weakening at 2025-10-15T14:20:00Z | Price: $97.68,2025-10-15T14:20:01.239000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-15T14:25:00Z | Price: $356.99,2025-10-15T14:25:01.691000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on GOOGL at 2025-10-15T14:25:00Z | Price: 251.6,2025-10-15T14:25:01.697000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on AVGO at 2025-10-15T14:35:01Z | Price: $358.86,2025-10-15T14:35:02.472000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-15T14:40:02Z | Price: $391.66,2025-10-15T14:40:05.163000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on MAR  Momentum weakening at 2025-10-15T14:46:00Z | Price: $268.03,2025-10-15T14:46:00.836000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-15T14:55:00Z | Price: $356.42,2025-10-15T14:55:01.684000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 **CALL ALERT** on NET at 2025-10-15T14:55:19Z | Price: $224.63,2025-10-15T14:55:19.763000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on IBM  Momentum weakening at 2025-10-15T15:00:08Z | Price: $282.77,2025-10-15T15:00:15.556000+00:00
pro-account-alerts,Blue Chip Alerts,True,🔥 CALL Alert confirmed on LLY at 2025-10-15T15:05:19Z | Price: 826.76,2025-10-15T15:05:19.983000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on AVGO  Momentum weakening at 2025-10-15T15:20:01Z | Price: $355.28,2025-10-15T15:20:04.362000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on HD  Momentum weakening at 2025-10-15T15:30:19Z | Price: $390.325,2025-10-15T15:30:19.235000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on LOW  Momentum weakening at 2025-10-15T15:30:53Z | Price: $243.35,2025-10-15T15:30:53.858000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on BABA  Momentum weakening at 2025-10-15T15:40:01Z | Price: $167.13,2025-10-15T15:40:03.771000+00:00
pro-account-alerts,Blue Chip Alerts,True,Exit Alert momentum weakening on MSFT at 2025-10-15T15:45:01Z | Price: 514.6,2025-10-15T15:45:05.601000+00:00
pro-account-alerts,Blue Chip Alerts,True,**Exit Alert** on NET  Momentum weakening at 2025-10-15T15:45:32Z | Price: $223.54,2025-10-15T15:45:32.788000+00:00
